Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(feature),environment_(material),Experiment,external_id,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR4088386,WGS,143,284626994,PRJEB37249,SAMEA6810905,229488408,INRA-META,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084211,SAMEA6810905,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x30MCx3301_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:17:00Z,1,SAMEA6810905,M0x30MCx3301,human gut metagenome,Ion-Proton,ERP120556,M0x30MCx3301
ERR4088387,WGS,143,362177657,PRJEB37249,SAMEA6810905,273136189,INRA-META,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084212,SAMEA6810905,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x30MCx3301_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:07:00Z,1,SAMEA6810905,M0x30MCx3301,human gut metagenome,Ion-Proton,ERP120556,M0x30MCx3301
ERR4088388,WGS,143,368851835,PRJEB37249,SAMEA6810905,278935746,INRA-META,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084213,SAMEA6810905,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x30MCx3301_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:08:00Z,1,SAMEA6810905,M0x30MCx3301,human gut metagenome,Ion-Proton,ERP120556,M0x30MCx3301
ERR4088389,WGS,135,301704033,PRJEB37249,SAMEA6810905,228560982,INRA-META,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084214,SAMEA6810905,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x30MCx3301_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:06:00Z,1,SAMEA6810905,M0x30MCx3301,human gut metagenome,Ion-Proton,ERP120556,M0x30MCx3301
ERR4088390,WGS,134,326150656,PRJEB37249,SAMEA6810905,247209285,INRA-META,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084215,SAMEA6810905,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x30MCx3301_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:07:00Z,1,SAMEA6810905,M0x30MCx3301,human gut metagenome,Ion-Proton,ERP120556,M0x30MCx3301
ERR4088391,WGS,132,850411691,PRJEB37249,SAMEA6811320,635217517,INRA-META,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084216,SAMEA6811320,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx1146_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:11:00Z,1,SAMEA6811320,M0x10MCx1146,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1146
ERR4088392,WGS,134,818585565,PRJEB37249,SAMEA6811320,610637729,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084217,SAMEA6811320,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx1146_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:11:00Z,1,SAMEA6811320,M0x10MCx1146,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1146
ERR4088393,WGS,134,766068679,PRJEB37249,SAMEA6811320,616713377,INRA-META,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084218,SAMEA6811320,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx1146_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:17:00Z,1,SAMEA6811320,M0x10MCx1146,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1146
ERR4088394,WGS,131,150165800,PRJEB37249,SAMEA6811320,113823112,INRA-META,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084219,SAMEA6811320,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx1146_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T11:39:00Z,1,SAMEA6811320,M0x10MCx1146,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1146
ERR4088395,WGS,135,193330107,PRJEB37249,SAMEA6811320,144839671,INRA-META,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084220,SAMEA6811320,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx1146_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:03:00Z,1,SAMEA6811320,M0x10MCx1146,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1146
ERR4088396,WGS,128,282126458,PRJEB37249,SAMEA6810903,213258210,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084221,SAMEA6810903,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1150_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:06:00Z,1,SAMEA6810903,M0x10MCx1150,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1150
ERR4088397,WGS,127,475387517,PRJEB37249,SAMEA6810903,360950153,INRA-META,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084222,SAMEA6810903,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1150_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:17:00Z,1,SAMEA6810903,M0x10MCx1150,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1150
ERR4088398,WGS,126,805049137,PRJEB37249,SAMEA6810903,607661316,INRA-META,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084223,SAMEA6810903,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1150_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:24:00Z,1,SAMEA6810903,M0x10MCx1150,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1150
ERR4088399,WGS,127,591115121,PRJEB37249,SAMEA6810903,448453117,INRA-META,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084224,SAMEA6810903,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1150_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:15:00Z,1,SAMEA6810903,M0x10MCx1150,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1150
ERR4088400,WGS,126,572985565,PRJEB37249,SAMEA6810903,434785875,INRA-META,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084225,SAMEA6810903,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1150_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:15:00Z,1,SAMEA6810903,M0x10MCx1150,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1150
ERR4088401,WGS,145,362858189,PRJEB37249,SAMEA6811695,273591826,INRA-META,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084226,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:09:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088402,WGS,145,378209952,PRJEB37249,SAMEA6811695,285622063,INRA-META,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084227,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:07:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088403,WGS,145,361006598,PRJEB37249,SAMEA6811695,289838801,INRA-META,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084228,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T20:57:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088404,WGS,146,1079731119,PRJEB37249,SAMEA6811695,864190208,INRA-META,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084229,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:18:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088405,WGS,129,49858337,PRJEB37249,SAMEA6811695,41656667,INRA-META,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084230,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:17:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088406,WGS,145,331099201,PRJEB37249,SAMEA6811695,266775909,INRA-META,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084231,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:18:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088407,WGS,144,369850931,PRJEB37249,SAMEA6811695,299971050,INRA-META,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084232,SAMEA6811695,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx1162_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:18:00Z,1,SAMEA6811695,M0x10MCx1162,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1162
ERR4088408,WGS,129,21741827,PRJEB37249,SAMEA6811197,16758564,INRA-META,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084233,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:02:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088409,WGS,132,448361796,PRJEB37249,SAMEA6811197,338117059,INRA-META,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084234,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:15:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088410,WGS,130,423510474,PRJEB37249,SAMEA6811197,320867365,INRA-META,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084235,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T10:58:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088411,WGS,132,295627206,PRJEB37249,SAMEA6811197,222474889,INRA-META,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084236,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:07:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088412,WGS,135,441910633,PRJEB37249,SAMEA6811197,332594902,INRA-META,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084237,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:10:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088413,WGS,135,424238238,PRJEB37249,SAMEA6811197,317876960,INRA-META,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084238,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:14:00Z,2,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088414,WGS,118,97948391,PRJEB37249,SAMEA6811197,80587494,INRA-META,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084239,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:52:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088415,WGS,138,537741215,PRJEB37249,SAMEA6811197,432340200,INRA-META,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084240,SAMEA6811197,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx1171_8,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:18:00Z,1,SAMEA6811197,M0x10MCx1171,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1171
ERR4088416,WGS,125,740153781,PRJEB37249,SAMEA6810867,596500423,INRA-META,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084241,SAMEA6810867,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1176_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:19:00Z,1,SAMEA6810867,M0x10MCx1176,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1176
ERR4088417,WGS,123,663870386,PRJEB37249,SAMEA6810867,532128797,INRA-META,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084242,SAMEA6810867,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1176_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:18:00Z,1,SAMEA6810867,M0x10MCx1176,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1176
ERR4088418,WGS,125,641919661,PRJEB37249,SAMEA6810867,513297543,INRA-META,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084243,SAMEA6810867,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1176_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:19:00Z,1,SAMEA6810867,M0x10MCx1176,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1176
ERR4088419,WGS,126,487263356,PRJEB37249,SAMEA6810867,393422536,INRA-META,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084244,SAMEA6810867,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1176_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:19:00Z,1,SAMEA6810867,M0x10MCx1176,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1176
ERR4088420,WGS,136,411353979,PRJEB37249,SAMEA6810907,309974131,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084245,SAMEA6810907,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1206_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T10:59:00Z,2,SAMEA6810907,M0x10MCx1206,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1206
ERR4088421,WGS,138,684316249,PRJEB37249,SAMEA6810907,515788391,INRA-META,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084246,SAMEA6810907,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1206_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:16:00Z,2,SAMEA6810907,M0x10MCx1206,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1206
ERR4088422,WGS,137,728567663,PRJEB37249,SAMEA6810907,549132010,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084247,SAMEA6810907,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1206_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:21:00Z,2,SAMEA6810907,M0x10MCx1206,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1206
