Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(feature),environment_(material),Experiment,external_id,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR4088562,WGS,145,509318517,PRJEB37249,SAMEA6810902,379907014,INRA-META,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084387,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:22:00Z,2,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088563,WGS,144,661767429,PRJEB37249,SAMEA6810902,496534254,INRA-META,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084388,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-06T11:00:00Z,1,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088564,WGS,144,418710354,PRJEB37249,SAMEA6810902,312765154,INRA-META,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084389,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:22:00Z,2,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088565,WGS,144,650783458,PRJEB37249,SAMEA6810902,486142034,INRA-META,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084390,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:26:00Z,2,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088566,WGS,145,639184347,PRJEB37249,SAMEA6810902,478740670,INRA-META,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084391,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:29:00Z,1,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088567,WGS,145,559955560,PRJEB37249,SAMEA6810902,417625408,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084392,SAMEA6810902,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1936_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:23:00Z,1,SAMEA6810902,M0x10MCx1936,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1936
ERR4088568,WGS,142,522158121,PRJEB37249,SAMEA6810863,396113344,INRA-META,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084393,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:24:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088569,WGS,144,506205270,PRJEB37249,SAMEA6810863,384952346,INRA-META,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084394,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:29:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088570,WGS,145,585883611,PRJEB37249,SAMEA6810863,444263950,INRA-META,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084395,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:28:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088571,WGS,136,331508798,PRJEB37249,SAMEA6810863,253024062,INRA-META,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084396,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:22:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088572,WGS,142,421413341,PRJEB37249,SAMEA6810863,321415992,INRA-META,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084397,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:20:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088573,WGS,145,584944287,PRJEB37249,SAMEA6810863,443518595,INRA-META,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:00Z,human-associated habitat,feces,ERX4084398,SAMEA6810863,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:00Z,public,Ion Torrent Proton,metagenome,M0x10MCx1971_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:24:00Z,1,SAMEA6810863,M0x10MCx1971,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1971
ERR4088574,WGS,135,516588947,PRJEB37249,SAMEA6810932,391045611,INRA-META,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084399,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:23:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088575,WGS,142,547479802,PRJEB37249,SAMEA6810932,413772496,INRA-META,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084400,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:23:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088576,WGS,139,524252093,PRJEB37249,SAMEA6810932,394722032,INRA-META,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084401,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T11:00:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088577,WGS,141,121812709,PRJEB37249,SAMEA6810932,98616871,INRA-META,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084402,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T21:23:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088578,WGS,139,544750951,PRJEB37249,SAMEA6810932,411141296,INRA-META,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084403,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:29:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088579,WGS,143,528695090,PRJEB37249,SAMEA6810932,399203080,INRA-META,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084404,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:28:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088580,WGS,135,1160518779,PRJEB37249,SAMEA6810932,885344912,INRA-META,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4084405,SAMEA6810932,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x10MCx1985_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:38:00Z,1,SAMEA6810932,M0x10MCx1985,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx1985
ERR4088581,WGS,139,846897835,PRJEB37249,SAMEA6811716,641868512,INRA-META,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084406,SAMEA6811716,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx2044_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:31:00Z,1,SAMEA6811716,M0x10MCx2044,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2044
ERR4088582,WGS,139,681414464,PRJEB37249,SAMEA6811716,513549677,INRA-META,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084407,SAMEA6811716,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx2044_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:35:00Z,1,SAMEA6811716,M0x10MCx2044,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2044
ERR4088583,WGS,139,539639540,PRJEB37249,SAMEA6811716,407090652,INRA-META,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084408,SAMEA6811716,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx2044_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-06T10:51:00Z,1,SAMEA6811716,M0x10MCx2044,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2044
ERR4088584,WGS,140,791299943,PRJEB37249,SAMEA6811716,598211154,INRA-META,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:10Z,human-associated habitat,feces,ERX4084409,SAMEA6811716,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:10Z,public,Ion Torrent Proton,metagenome,M0x10MCx2044_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:35:00Z,1,SAMEA6811716,M0x10MCx2044,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2044
ERR4088585,WGS,136,576519912,PRJEB37249,SAMEA6811249,436038454,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084410,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:25:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088586,WGS,140,637486118,PRJEB37249,SAMEA6811249,481982947,INRA-META,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084411,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:26:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088587,WGS,131,381548111,PRJEB37249,SAMEA6811249,290161600,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084412,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:21:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088588,WGS,139,639915014,PRJEB37249,SAMEA6811249,483768238,INRA-META,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084413,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-06T10:59:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088589,WGS,138,557294680,PRJEB37249,SAMEA6811249,422344340,INRA-META,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084414,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:27:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088590,WGS,137,478002334,PRJEB37249,SAMEA6811249,363468678,INRA-META,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084415,SAMEA6811249,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2058_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-06T10:51:00Z,1,SAMEA6811249,M0x10MCx2058,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2058
ERR4088591,WGS,130,1084442375,PRJEB37249,SAMEA6811247,812471854,INRA-META,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084416,SAMEA6811247,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2066_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:38:00Z,1,SAMEA6811247,M0x10MCx2066,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2066
ERR4088592,WGS,131,390948182,PRJEB37249,SAMEA6811247,290776212,INRA-META,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084417,SAMEA6811247,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2066_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:21:00Z,1,SAMEA6811247,M0x10MCx2066,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2066
ERR4088593,WGS,129,752570311,PRJEB37249,SAMEA6811247,561312919,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084418,SAMEA6811247,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2066_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:33:00Z,1,SAMEA6811247,M0x10MCx2066,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2066
ERR4088594,WGS,130,391267788,PRJEB37249,SAMEA6811247,291384962,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:04Z,human-associated habitat,feces,ERX4084419,SAMEA6811247,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:04Z,public,Ion Torrent Proton,metagenome,M0x10MCx2066_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:23:00Z,1,SAMEA6811247,M0x10MCx2066,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2066
ERR4088595,WGS,140,760791561,PRJEB37249,SAMEA6811338,572188654,INRA-META,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084420,SAMEA6811338,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx2097_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:31:00Z,1,SAMEA6811338,M0x10MCx2097,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2097
ERR4088596,WGS,141,712232586,PRJEB37249,SAMEA6811338,535714803,INRA-META,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084421,SAMEA6811338,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx2097_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:35:00Z,1,SAMEA6811338,M0x10MCx2097,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2097
ERR4088597,WGS,142,760187791,PRJEB37249,SAMEA6811338,569020226,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084422,SAMEA6811338,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx2097_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T14:31:00Z,1,SAMEA6811338,M0x10MCx2097,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2097
ERR4088598,WGS,140,492577006,PRJEB37249,SAMEA6811338,366834835,INRA-META,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4084423,SAMEA6811338,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x10MCx2097_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-03T02:57:00Z,2,SAMEA6811338,M0x10MCx2097,human gut metagenome,Ion-Proton,ERP120556,M0x10MCx2097
