sample_id,compound_id,source_type,unit,abundance,name,monomer_mass,kingdom,superclass,class,subclass,CAS,relative_abundance
positive_15,12742,Compound,mg/100g,414.265242971657,L-Serine,105.042593095,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",56-45-1,0.00805663917857689
positive_15,565,Compound,α-TE,0.0469378883900866,alpha-Tocopherol,430.381080844,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,59-02-9,
positive_15,565,Compound,mg/100g,0.170585735326639,alpha-Tocopherol,430.381080844,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,59-02-9,3.3175549768074e-06
positive_15,574,Compound,mg/100g,1.10068906336078,Pyridoxine,169.073893223,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridoxines,65-23-6,2.14062241082347e-05
positive_15,8323,Compound,mg/100g,0.680566656851687,Pantothenic acid,219.110672659,"","","","",79-83-4,1.32356746897048e-05
positive_15,14507,Compound,mg/100g,7.14818163463262,Folic acid,441.139681375,"","","","",59-30-3,0.000139017987123542
positive_15,3583,Compound,mg/100g,0.405755838041827,Copper,62.929601079,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-50-8,7.89114809211195e-06
positive_15,3636,Compound,mg/100g,0.00122631395012286,Iodine,253.80893684,"","","","",7553-56-2,2.38493795543238e-08
positive_15,3637,Compound,mg/100g,1.11338581092013,Manganese,54.938049636,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7439-96-5,2.16531507224331e-05
positive_15,13403,Compound,mg/100g,0.0465939479907981,Selenium,79.916521828,Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,"",7782-49-2,9.06160082787638e-07
positive_15,1131,Compound,mg/100g,1756.95143640782,Sucrose,342.116211546,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,57-50-1,0.0341692285741399
positive_15,12533,Compound,mg/100g,108.681725111098,D-Glucose,540.190164348,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,50-99-7,0.00211364448111642
positive_15,12531,Compound,mg/100g,271.683393280212,D-Fructose,540.190164348,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,53188-23-1,0.00528370435996201
positive_15,3716,Compound,mg/100g,1764.76124225075,Sugars,342.116211546,"","","","",57-50-1,0.0343211138428144
positive_15,8425,Compound,mg/100g,0.306930625091813,Thiamine,265.112306876,"","","","",70-16-6,5.96919326729272e-06
positive_15,710,Compound,mg/100g,99.9967373118733,Choline,104.107539075,Organic compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,62-49-7,0.00194473865530596
positive_15,12360,Compound,mg/100g,0.00256260243441706,Phytomenadione,450.349780716,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,12001-79-5,4.98375461676217e-08
positive_15,9021,Compound,mg/100g,4.92791680445389,Betaine,117.078978601,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",107-43-7,9.5838229900081e-05
positive_15,13831,Compound,IU,9.3700005888988,Retinol,286.229665582,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids,68-26-8,
positive_15,14616,Compound,mg/100g,1.0345319440229,beta-Carotene,536.438201803,"","","","",7235-40-7,2.01195990566712e-05
positive_15,662,Compound,mg/100g,3.975928241499,Gallic acid,170.021523293,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,149-91-7,7.73239362585453e-05
positive_15,12203,Compound,mg/100g,0.0304308222273059,"2,3-Dihydroxybenzoic acid",154.026608673,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,303-38-8,5.91819272198983e-07
positive_15,2558,Compound,mg/100g,0.0626771656933774,Caffeic acid,180.042258744,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,331-39-5,1.21894683972309e-06
positive_15,846,Compound,mg/100g,0.135643788193125,Vanillic acid,168.042258738,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,121-34-6,2.63800325233194e-06
positive_15,2594,Compound,mg/100g,0.19441704188203,trans-p-Coumaric acid,164.047344122,"","","","",501-98-4,3.78102672909238e-06
positive_15,10559,Compound,mg/100g,3.28502680648849,trans-Sinapic acid,224.068473494,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,530-59-6,6.38872705853367e-05
positive_15,2536,Compound,mg/100g,374.126793321166,Quercetin 3-rutinoside,610.153384912,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,153-18-4,0.00727602576360206
positive_15,11907,Compound,mg/100g,5.46665655366244,Quercetin,302.042652674,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,117-39-5,0.000106315651900042
positive_15,13258,Compound,mg/100g,0.162625338163814,Luteolin,286.047738052,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,491-70-3,3.16274100496897e-06
positive_15,604,Compound,mg/100g,0.0113784813545579,Isorhamnetin,316.058302738,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,480-19-3,2.21288945257011e-07
positive_15,4182,Compound,mg/100g,0.000642638481818882,Lithium,7.016004049,Inorganic compounds,Homogeneous metal compounds,Homogeneous alkali metal compounds,"",7439-93-2,1.24980467420903e-08
positive_15,3576,Compound,mg/100g,0.767393881190421,Boron,14.032780562,Inorganic compounds,Homogeneous metal compounds,Homogeneous metalloid compounds,"",7440-42-8,1.49242923790783e-05
positive_15,3571,Compound,mg/100g,3.5443232533488,Aluminum,30.005013537,Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,"",7429-90-5,6.89300733501909e-05
positive_15,3793,Compound,mg/100g,0.000869452063637311,Vanadium,50.943963675,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",22541-77-1,1.69091220628281e-08
positive_15,3517,Compound,mg/100g,0.258004900544052,Chromium,51.940511904,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-47-3,5.01768474486829e-06
positive_15,3582,Compound,mg/100g,1.3434606142592,Cobalt,58.933200194,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-48-4,2.61276503480554e-05
positive_15,13447,Compound,mg/100g,0.0894891830929167,Nickel,57.935347922,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-02-0,1.74038751934243e-06
positive_15,30192,Compound,mg/100g,0.000831649800000906,Gallium,68.925574,"","","","",7440-55-3,1.61739428427051e-08
positive_15,3631,Compound,mg/100g,7.56045272728097e-05,Germanium,73.921178213,Inorganic compounds,Homogeneous metal compounds,Homogeneous metalloid compounds,"",7440-56-4,1.47035844024592e-09
positive_15,3764,Compound,mg/100g,0.0015498928090926,Arsenic,77.945071513,Inorganic compounds,Homogeneous metal compounds,Homogeneous metalloid compounds,"",7440-38-2,3.01423480250414e-08
positive_15,3784,Compound,mg/100g,0.0453627163636858,Rubidium,84.911789341,Inorganic compounds,Homogeneous metal compounds,Homogeneous alkali metal compounds,"",7440-17-7,8.82215064147552e-07
positive_15,3787,Compound,mg/100g,0.0514110785455106,Strontium,87.905614339,Inorganic compounds,Homogeneous metal compounds,Homogeneous alkaline earth metal compounds,"",7440-24-6,9.99843739367225e-07
positive_15,30198,Compound,mg/100g,3.40220372727643e-05,Yttrium,88.905847902,"","","","",7440-65-5,6.61661298110664e-10
positive_15,4190,Compound,mg/100g,0.00211692676363867,Zirconium,89.904703679,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-67-7,4.11700363268858e-08
positive_15,30200,Compound,mg/100g,9.4505659091012e-05,Niobium,92.90637,"","","","",7440-03-1,1.8379480503074e-09
positive_15,3654,Compound,mg/100g,0.11467833520573,Molybdenum,97.905407846,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7439-98-7,2.23026668065336e-06
positive_15,30202,Compound,mg/100g,5.29231690909668e-05,Ruthenium,101.904349503,"","","","",7440-18-8,1.02925090817214e-09
positive_15,30203,Compound,mg/100g,0.000756045272728097,Palladium,105.903483087,"","","","",7440-05-3,1.47035844024592e-08
positive_15,3767,Compound,mg/100g,0.000378022636364048,Cadmium,113.903358121,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-43-9,7.3517922012296e-09
positive_15,3723,Compound,mg/100g,0.197533554396885,Tin,123.933496699,Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,"",7440-31-5,3.84163673018152e-06
positive_15,3763,Compound,mg/100g,7.56045272728097e-05,Antimony,120.903818044,Inorganic compounds,Homogeneous metal compounds,Homogeneous metalloid compounds,"",7440-36-0,1.47035844024592e-09
positive_15,3769,Compound,mg/100g,4.53627163636858e-05,Cesium,132.90544687,"","","","",7440-46-2,8.82215064147552e-10
positive_15,3765,Compound,mg/100g,0.0381802862727689,Barium,137.905241273,Inorganic compounds,Homogeneous metal compounds,Homogeneous alkaline earth metal compounds,"",7440-39-3,7.4253101232419e-07
positive_15,3777,Compound,mg/100g,7.56045272728097e-05,Lanthanum,138.90634816,"","","","",7439-91-0,1.47035844024592e-09
positive_15,4262,Compound,mg/100g,7.56045272728097e-05,Cerium,139.905434035,"","","","",7440-45-1,1.47035844024592e-09
positive_15,3775,Compound,mg/100g,8.31649800000906e-05,Hafnium,179.94654876,"","","","",7440-58-6,1.61739428427051e-09
positive_15,3788,Compound,mg/100g,0.000226813581818429,Tantalum,180.947996346,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-25-7,4.41107532073776e-09
positive_15,3791,Compound,mg/100g,0.00253275166363912,Tungsten,183.950932553,Inorganic compounds,Homogeneous metal compounds,Homogeneous transition metal compounds,"",7440-33-7,4.92570077482383e-08
positive_15,30229,Compound,mg/100g,0.000491429427273263,Osmium,191.96148,"","","","",7440-04-2,9.55732986159848e-09
positive_15,30231,Compound,mg/100g,0.000151209054545619,Platinum,194.964774449,"","","","",7440-06-4,2.94071688049184e-09
positive_15,30232,Compound,mg/100g,0.000680440745455287,Thallium,204.974428,"","","","",7440-28-0,1.32332259622133e-08
positive_15,3728,Compound,mg/100g,7.56045272728097e-05,Uranium,238.050782583,"","","","",7440-61-1,1.47035844024592e-09
positive_15,11831,Compound,mg/100g,0.0155481741872064,Genistein,270.052823422,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,446-72-0,3.02381219369049e-07
positive_15,5583,Compound,mg/100g,0.0159754429198509,Isoflavones,222.068079562,"","","","",574-12-9,3.10690750688913e-07
positive_15,39,Nutrient,mg/100g,1010.79554134373,Ash,,"","","","","",0.0137071908841966
positive_15,633,Compound,mg/100g,0.196571770909305,Kaempferol,286.047738052,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,520-18-3,3.82293194463939e-06
positive_15,12727,Compound,mg/100g,1.21723288909224,Myricetin,318.037567296,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,529-44-2,2.36727708879593e-05
positive_15,13401,Compound,mg/100g,1716.67055706591,Nitrogen,28.00614801,"","","","",7727-37-9,0.0333858451835238
positive_15,1,Nutrient,mg/100g,1550.9813653031,Fat,,"","","","","",0.0210325399771544
positive_15,2251,Compound,mg/100g,60.5045151336477,(±)-Tryptophan,204.089877638,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,54-12-6,0.00117669308583509
positive_15,2520,Compound,mg/100g,259.433552323335,(R)-Oxypeucedanin,286.084123558,"","","","",3173-02-2,0.00504546919478968
positive_15,3307,Compound,mg/100g,1.89011318182024,Nonanoic acid,158.13067982,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,112-05-0,3.6758961006148e-05
positive_15,12861,Compound,mg/100g,153.391155726847,Oleic acid,282.255880332,"","","","",112-80-1,0.00298315443026596
positive_15,12126,Compound,mg/100g,366.470285467244,(±)-erythro-Isoleucine,131.094628665,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",443-79-8,0.00712712183744957
positive_15,12890,Compound,mg/100g,471.763867928002,epsilon-Polylysine,146.105527702,"","","","",25104-18-1,0.00917487364887562
positive_15,24096,Compound,mg/100g,929.169874393809,D-Aspartic acid,133.037507717,"","","","",1783-96-6,0.0180705153053516
positive_15,16357,Compound,mg/100g,1469.52692304208,(E)-2-Phenyl-2-butenal,146.073164942,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,4411-89-6,0.0285793905789107
positive_15,558,Compound,mg/100g,567.033954546072,Alliin,177.045963913,"","","","",556-27-4,0.0110276883018444
positive_15,806,Compound,mg/100g,0.00756045272728096,2-Methylbenzaldehyde,120.057514878,Organic compounds,Benzenoids,Benzene and substituted derivatives,Toluenes,529-20-4,1.47035844024592e-07
positive_15,1351,Compound,mg/100g,22.6813581818429,Gitonin,1050.52468893,"","","","",39937-47-8,0.000441107532073776
positive_15,1353,Compound,mg/100g,30.2418109091239,Uttronin A,1034.529774308,"","","","",39941-51-0,0.000588143376098368
positive_15,2593,Compound,mg/100g,4.49727816817532,p-Coumaric acid,164.047344122,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,7400-08-0,8.74631606232984e-05
positive_15,3492,Compound,mg/100g,0.117187017272855,Dimethyl disulfide,93.991091572,Organic compounds,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,624-92-0,2.27905558238118e-06
positive_15,3531,Compound,mg/100g,0.181450865454743,"1,2-Dimercaptocyclopentane",134.02239267,"","","","","",3.52886025659021e-06
positive_15,3532,Compound,mg/100g,0.0665319840000725,"1,2-Epithiopropane",74.019020882,"","","","","",1.29391542741641e-06
positive_15,3537,Compound,mg/100g,0.0453627163636858,"2,5-Dimethyltetrahydrothiophene",116.06597156,"","","","","",8.82215064147552e-07
positive_15,3548,Compound,mg/100g,0.0665319840000725,3-Methyl-2-cyclopentene-1-thione,112.034671432,"","","","","",1.29391542741641e-06
positive_15,3572,Compound,mg/100g,0.756045272728096,Aniline,93.057849229,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilines,62-53-3,1.47035844024592e-05
positive_15,3599,Compound,mg/100g,158.7695072729,17alpha-ethynylestradiol,296.177630012,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,57-63-6,0.00308775272451643
positive_15,3664,Compound,mg/100g,0.227191604454793,Propene,42.046950192,"","","","",115-07-1,4.41842711293899e-06
positive_15,3678,Compound,mg/100g,7.56045272728096,Protoeruboside B,1260.598641732,"","","","","",0.000147035844024592
positive_15,3686,Compound,mg/100g,0.151209054545619,S-Allylmercaptocysteine,193.023119981,"","","","","",2.94071688049184e-06
positive_15,8047,Compound,mg/100g,0.116430972000127,"1,3-Dithiane",120.006741636,Organic compounds,Organoheterocyclic compounds,Dithianes,"",505-23-7,2.26435199797872e-06
positive_15,8073,Compound,mg/100g,0.0173890412727462,1-Hexanol,102.10446507,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,111-27-3,3.38182441256562e-07
positive_15,8313,Compound,mg/100g,4.57785412636862,Allyl alcohol,58.041864814,Organic compounds,Organooxygen compounds,Alcohols and polyols,Primary alcohols,107-18-6,8.90302035568905e-05
positive_15,8543,Compound,mg/100g,0.0567033954546072,4-Methyl-5-vinylthiazole,125.029919919,"","","","",1759-28-0,1.10276883018444e-06
positive_15,8558,Compound,mg/100g,0.0260835619091193,Methyl propyl disulfide,122.0223917,"","","","",2179-60-4,5.07273661884842e-07
positive_15,9283,Compound,mg/100g,1.63116767591087,"(+/-)-cis- and trans-3,5-Diethyl-1,2,4-trithiolane",180.010112454,"","","","",54644-28-9,3.17229833483057e-05
positive_15,9642,Compound,mg/100g,0.950348907819217,Isobutyl isothiocyanate,115.045569983,"","","","",591-82-2,1.84824055938912e-05
positive_15,11639,Compound,mg/100g,20.262013309113,Ajoene,234.02067714,"","","","",92285-01-3,0.000394056061985907
positive_15,12113,Compound,mg/100g,9.52617043637401,2-Propenyl propyl disulfide,148.038041764,Organic compounds,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,2179-59-1,0.000185265163470986
positive_15,12193,Compound,mg/100g,1107.60632454666,Allicin,162.017306322,Organic compounds,Organosulfur compounds,Thiodisulfinates,"",539-86-6,0.0215407511496027
positive_15,12461,Compound,mg/100g,0.748484820000815,Dimethyl trisulfide,125.963162262,"","","","",3658-80-8,1.45565485584346e-05
positive_15,12678,Compound,mg/100g,0.756045272728096,S-Allylcysteine,161.051049291,"","","","",21593-77-1,1.47035844024592e-05
positive_15,12804,Compound,mg/100g,2.18001522083708,Ferulic acid,194.057908808,"","","","",1135-24-6,4.23969819724694e-05
positive_15,13483,Compound,mg/100g,1.17187017272855,"2-Vinyl-4H-1,3-dithiine",144.006741636,Organic compounds,Organoheterocyclic compounds,Dithiins,"",80028-57-5,2.27905558238118e-05
positive_15,14513,Compound,mg/100g,2.3743818503977,Biotin,244.088163078,"","","","",58-85-5,4.61770282816722e-05
positive_15,19357,Compound,mg/100g,2.26813581818429,Sativoside B1,1422.651465162,"","","","",126594-42-1,4.41107532073776e-05
positive_15,19489,Compound,mg/100g,22.6813581818429,Sativoside R2,1196.582597738,"","","","",126643-24-1,0.000441107532073776
positive_15,19490,Compound,mg/100g,37.8022636364048,Sativoside R1,1376.645985854,"","","","",126594-43-2,0.00073517922012296
positive_15,21330,Compound,mg/100g,4.15824900000453,Methyl 2-propenyl disulfide,120.006741636,Organic compounds,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,2179-58-0,8.08697142135256e-05
positive_15,21334,Compound,mg/100g,0.0680440745455287,(E)-Methyl 1-propenyl disulfide,120.006741636,"","","","",23838-19-9,1.32332259622133e-06
positive_15,11,Nutrient,mg/100g,3.11464104352868,16:1 undifferentiated,,"","","","","",4.22370079538003e-05
positive_15,24,Nutrient,mg/100g,0.0117703317312266,20:1,,"","","","","",1.59615052907495e-07
positive_15,1193,Compound,mg/100g,0.267099582787847,Maltose,342.116211546,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,69-79-4,5.19455831687366e-06
positive_15,1128,Compound,mg/100g,13384.4831393742,Starch,180.063388116,"","","","",9005-25-8,0.260301710257314
positive_15,13831,Compound,RE,0.315285094971257,Retinol,286.229665582,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids,68-26-8,
positive_15,10510,Compound,mg/100g,1.5665840158142e-05,4-Hydroxybenzoic acid,138.031694053,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,99-96-7,3.0466958965236e-10
positive_15,514,Compound,mg/100g,0.0298619511590786,Syringic acid,198.052823422,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,530-57-4,5.80755855671537e-07
positive_15,263,Compound,mg/100g,0.000575591699862062,5-5'-Dehydrodiferulic acid,386.100167552,"","","","","",1.11941195131585e-08
positive_15,273,Compound,mg/100g,0.000787549679095451,5-8'-Benzofuran dehydrodiferulic acid,386.100167552,"","","","","",1.53162827616464e-08
positive_15,264,Compound,mg/100g,0.000290898458247075,5-8'-Dehydrodiferulic acid,386.100167552,"","","","","",5.65739934851677e-09
positive_15,271,Compound,mg/100g,0.00157696161897794,8-4'-Dehydrodiferulic acid,386.100167552,"","","","","",3.06687828103382e-08
positive_15,12581,Compound,mg/100g,0.0677249754073073,Lariciresinol,360.1572885,"","","","",27003-73-2,1.31711674945416e-06
positive_15,14420,Compound,mg/100g,0.000190611282621596,(-)-Matairesinol,370.235538815,"","","","",580-72-3,3.70701224276499e-09
positive_15,1447,Compound,mg/100g,0.00619515540169467,Medioresinol,388.152203122,"","","","",40957-99-1,1.204835128543e-07
positive_15,2760,Compound,mg/100g,0.017265651120389,(+)-Pinoresinol,358.141638436,"","","","",487-36-5,3.3578274697229e-07
positive_15,12663,Compound,mg/100g,0.0244926969808008,Secoisolariciresinol,362.172938564,"","","","","",4.76334487221348e-07
positive_15,14723,Compound,mg/100g,0.0465324577671109,(+)-Syringaresinol,418.162767808,"","","","",21453-69-0,9.04964219621074e-07
positive_15,3030,Compound,mg/100g,0.00167324460068018,"5-Heneicosyl-1,3-benzenediol",404.36543078,"","","","",70110-59-7,3.2541296268257e-08
positive_15,17922,Compound,mg/100g,0.00155318937709852,"5-Heptadecyl-1,3-benzenediol",348.302830524,"","","","",41442-57-3,3.02064597491166e-08
