id,relative_abundance,file,type,sample_id,depth
8790,0.00000457764108432873,GCA_036417515.1_bDroNov1.hap2.fna.gz,food,positive_4,10000000
171929,0.0000183105643373149,GCA_026122585.1_DCI_ANoc_v1.fna.gz,food,positive_4,10000000
202634,0.0000732422573492597,202634.fna.gz,food,positive_4,10000000
110835,0.000292969029397039,GCA_024500355.1_Salk_teff_dabbi_3.0.fna.gz,food,positive_4,10000000
9796,0.00117187611758816,GCA_036426135.1_mEquCab1.pat.fna.gz,food,positive_4,10000000
33125,0.00468750447035262,GCA_023374145.1_ASM2337414v1.fna.gz,food,positive_4,10000000
3818,0.0187500178814105,GCA_003086295.3_arahy.Tifrunner.gnm2.J5K5.fna.gz,food,positive_4,10000000
4232,0.075000071525642,GCA_026652165.1_HanPI659440r1.0-20210824.fna.gz,food,positive_4,10000000
47678,0.0170902811514864,47678.fna.gz,background,positive_5,10000000
820,0.0619744126164931,820.fna.gz,background,positive_5,10000000
674529,0.00798817794358632,674529.fna.gz,background,positive_5,10000000
817,0.0140304379568205,817.fna.gz,background,positive_5,10000000
818,0.0206705580204618,818.fna.gz,background,positive_5,10000000
28116,0.0206803693798946,28116.fna.gz,background,positive_5,10000000
371601,0.0188414021893758,371601.fna.gz,background,positive_5,10000000
2755405,0.00454895201997026,2755405.fna.gz,background,positive_5,10000000
2785531,0.0013516656683269,2785531.fna.gz,background,positive_5,10000000
2528203,0.00199539382675247,2528203.fna.gz,background,positive_5,10000000
556259,0.000597442032623262,556259.fna.gz,background,positive_5,10000000
3117552,0.000272169676555839,3117552.fna.gz,background,positive_5,10000000
2162637,0.000928493124127224,2162637.fna.gz,background,positive_5,10000000
2709390,0.0000569507252077781,2709390.fna.gz,background,positive_5,10000000
291645,0.000771695592748496,291645.fna.gz,background,positive_5,10000000
2792859,0.00317738583267879,2792859.fna.gz,background,positive_5,10000000
329854,0.00116631292509079,329854.fna.gz,background,positive_5,10000000
1796613,0.000177933248066764,1796613.fna.gz,background,positive_5,10000000
2715212,0.0000769418278555747,2715212.fna.gz,background,positive_5,10000000
28111,0.00671971808226168,28111.fna.gz,background,positive_5,10000000
291644,0.00180384393804695,291644.fna.gz,background,positive_5,10000000
246787,0.0164508355516381,246787.fna.gz,background,positive_5,10000000
46506,0.0465726470604258,46506.fna.gz,background,positive_5,10000000
2650158,0.000123332365321098,2650158.fna.gz,background,positive_5,10000000
338188,0.00204453672084456,338188.fna.gz,background,positive_5,10000000
2650157,0.000242393998624363,2650157.fna.gz,background,positive_5,10000000
290053,0.0000241443361205517,290053.fna.gz,background,positive_5,10000000
28113,0.0000164957190886743,28113.fna.gz,background,positive_5,10000000
821,0.133774921120057,821.fna.gz,background,positive_5,10000000
357276,0.0586210761269737,357276.fna.gz,background,positive_5,10000000
387090,0.000366093670281415,387090.fna.gz,background,positive_5,10000000
376805,0.000164689323903085,376805.fna.gz,background,positive_5,10000000
165179,0.0620179323122689,165179.fna.gz,background,positive_5,10000000
2518605,0.00204356515212811,2518605.fna.gz,background,positive_5,10000000
454154,0.00201727610879285,454154.fna.gz,background,positive_5,10000000
454155,0.000412053612966666,454155.fna.gz,background,positive_5,10000000
28128,0.000483812125483614,28128.fna.gz,background,positive_5,10000000
28131,0.0000744855728776162,28131.fna.gz,background,positive_5,10000000
28127,0.0000840730166748724,28127.fna.gz,background,positive_5,10000000
328813,0.0123503991296163,328813.fna.gz,background,positive_5,10000000
328814,0.00520613791382424,328814.fna.gz,background,positive_5,10000000
214856,0.00654899323732198,214856.fna.gz,background,positive_5,10000000
2585118,0.00222788808442986,2585118.fna.gz,background,positive_5,10000000
1288121,0.000326091135218033,1288121.fna.gz,background,positive_5,10000000
538949,0.00571204715714059,538949.fna.gz,background,positive_5,10000000
626932,0.000326663028650534,626932.fna.gz,background,positive_5,10000000
1470347,0.000464334687091212,1470347.fna.gz,background,positive_5,10000000
2364787,0.000146560115539796,2364787.fna.gz,background,positive_5,10000000
2585119,0.000358728686150363,2585119.fna.gz,background,positive_5,10000000
2662363,0.000564586193584649,2662363.fna.gz,background,positive_5,10000000
823,0.0144529618725447,823.fna.gz,background,positive_5,10000000
387661,0.00051979210354841,387661.fna.gz,background,positive_5,10000000
328812,0.00260629898294636,328812.fna.gz,background,positive_5,10000000
46503,0.0140681811302222,46503.fna.gz,background,positive_5,10000000
2025876,0.00199696664670597,2025876.fna.gz,background,positive_5,10000000
28118,0.00348081051424033,28118.fna.gz,background,positive_5,10000000
2093856,0.000177495417977011,2093856.fna.gz,background,positive_5,10000000
544645,0.000246267216859719,544645.fna.gz,background,positive_5,10000000
1472416,0.00117363762136723,1472416.fna.gz,background,positive_5,10000000
397865,0.0000927085819053567,397865.fna.gz,background,positive_5,10000000
1099853,0.000173538906855624,1099853.fna.gz,background,positive_5,10000000
1501392,0.000161918072152806,1501392.fna.gz,background,positive_5,10000000
28123,0.0000380321970791786,28123.fna.gz,background,positive_5,10000000
322095,0.0000454314905758264,322095.fna.gz,background,positive_5,10000000
1118202,0.0000162288911916142,1118202.fna.gz,background,positive_5,10000000
301301,0.00264162245908867,301301.fna.gz,background,positive_5,10000000
166486,0.0179321831536073,166486.fna.gz,background,positive_5,10000000
2763062,0.000347986223722091,2763062.fna.gz,background,positive_5,10000000
1261635,0.0000254953451502895,1261635.fna.gz,background,positive_5,10000000
1261634,0.0000142041177541876,1261634.fna.gz,background,positive_5,10000000
39491,0.0199168056426683,39491.fna.gz,background,positive_5,10000000
46228,0.000768798275314264,46228.fna.gz,background,positive_5,10000000
33039,0.0018223097814077,33039.fna.gz,background,positive_5,10000000
33038,0.0013979483384415,33038.fna.gz,background,positive_5,10000000
2763672,0.0055064403428828,2763672.fna.gz,background,positive_5,10000000
40520,0.000982970340575262,40520.fna.gz,background,positive_5,10000000
418240,0.0019727796873042,418240.fna.gz,background,positive_5,10000000
53443,0.0000724154204368497,53443.fna.gz,background,positive_5,10000000
89014,0.000130939240858898,89014.fna.gz,background,positive_5,10000000
2479767,0.000133977715842049,2479767.fna.gz,background,positive_5,10000000
1322,0.0000773111340102988,1322.fna.gz,background,positive_5,10000000
1532,0.0000574581430872861,1532.fna.gz,background,positive_5,10000000
33035,0.000025065938014094,33035.fna.gz,background,positive_5,10000000
1912897,0.0000455941041720114,1912897.fna.gz,background,positive_5,10000000
2877527,0.000171021075580544,2877527.fna.gz,background,positive_5,10000000
410072,0.000661988211118032,410072.fna.gz,background,positive_5,10000000
33043,0.00051623448311762,33043.fna.gz,background,positive_5,10000000
88431,0.00177331878130263,88431.fna.gz,background,positive_5,10000000
39486,0.000448275073486781,39486.fna.gz,background,positive_5,10000000
39485,0.00157990573813064,39485.fna.gz,background,positive_5,10000000
208479,0.00124824613946966,208479.fna.gz,background,positive_5,10000000
333367,0.000148900141403769,333367.fna.gz,background,positive_5,10000000
649756,0.00169312931179491,649756.fna.gz,background,positive_5,10000000
105841,0.000256483221656568,105841.fna.gz,background,positive_5,10000000
39488,0.000715459493222885,39488.fna.gz,background,positive_5,10000000
29347,0.00023272873873421,29347.fna.gz,background,positive_5,10000000
89153,0.0000211900033092864,89153.fna.gz,background,positive_5,10000000
1871021,0.000114278659277271,1871021.fna.gz,background,positive_5,10000000
2763667,0.0000212191628055196,2763667.fna.gz,background,positive_5,10000000
45851,0.00203400410439074,45851.fna.gz,background,positive_5,10000000
168384,0.0000303816513991174,168384.fna.gz,background,positive_5,10000000
2763670,0.00211594973983195,2763670.fna.gz,background,positive_5,10000000
3028070,0.0000324211266789558,3028070.fna.gz,background,positive_5,10000000
1653434,0.00016017183711724,1653434.fna.gz,background,positive_5,10000000
84030,0.0000183873684898749,84030.fna.gz,background,positive_5,10000000
853,0.0468842330559479,853.fna.gz,background,positive_5,10000000
2929491,0.00267570089833142,2929491.fna.gz,background,positive_5,10000000
2929495,0.00363005276707678,2929495.fna.gz,background,positive_5,10000000
2929493,0.00249814934147244,2929493.fna.gz,background,positive_5,10000000
2929494,0.00114772727006858,2929494.fna.gz,background,positive_5,10000000
2929488,0.00593735385146919,2929488.fna.gz,background,positive_5,10000000
2929492,0.000407536880089325,2929492.fna.gz,background,positive_5,10000000
2929489,0.0021133594195434,2929489.fna.gz,background,positive_5,10000000
2929490,0.0014397494236092,2929490.fna.gz,background,positive_5,10000000
411483,0.00350709584390301,411483.fna.gz,background,positive_5,10000000
2714355,0.000903494776879761,2714355.fna.gz,background,positive_5,10000000
2714353,0.000212344700842172,2714353.fna.gz,background,positive_5,10000000
1160721,0.00301167034484752,1160721.fna.gz,background,positive_5,10000000
1550024,0.000973500154203347,1550024.fna.gz,background,positive_5,10000000
2108523,0.000592843284322563,2108523.fna.gz,background,positive_5,10000000
169435,0.000458318980258425,169435.fna.gz,background,positive_5,10000000
292800,0.00317084586634317,292800.fna.gz,background,positive_5,10000000
2714358,0.000346004542558207,2714358.fna.gz,background,positive_5,10000000
2093857,0.00149699992075592,2093857.fna.gz,background,positive_5,10000000
2109687,0.00157141635643492,2109687.fna.gz,background,positive_5,10000000
214851,0.00012978550396697,214851.fna.gz,background,positive_5,10000000
2780922,0.0000437551543651306,2780922.fna.gz,background,positive_5,10000000
2766537,0.0000584815239592011,2766537.fna.gz,background,positive_5,10000000
154046,0.00048010359871227,154046.fna.gz,background,positive_5,10000000
1042156,0.0000134730571911743,1042156.fna.gz,background,positive_5,10000000
1155388,0.000434954381604123,1155388.fna.gz,background,positive_5,10000000
1502,0.0000645334654489747,1502.fna.gz,background,positive_5,10000000
1529,0.0000404209525338085,1529.fna.gz,background,positive_5,10000000
1297617,0.000345069959167692,1297617.fna.gz,background,positive_5,10000000
2086584,0.000224498499871285,2086584.fna.gz,background,positive_5,10000000
2610895,0.000146685859150562,2610895.fna.gz,background,positive_5,10000000
39496,0.000965427043296824,39496.fna.gz,background,positive_5,10000000
53442,0.0000418803756799193,53442.fna.gz,background,positive_5,10000000
2841528,0.0000806286999141891,2841528.fna.gz,background,positive_5,10000000
3079303,0.0000519222018220262,3079303.fna.gz,background,positive_5,10000000
3079302,0.0000227035973060584,3079302.fna.gz,background,positive_5,10000000
2086585,0.0000288905338613646,2086585.fna.gz,background,positive_5,10000000
1496,0.000225741798276612,1496.fna.gz,background,positive_5,10000000
1776384,0.000114106806220645,1776384.fna.gz,background,positive_5,10000000
626937,0.0000339639475869124,626937.fna.gz,background,positive_5,10000000
1981510,0.000243264197501255,1981510.fna.gz,background,positive_5,10000000
33025,0.00492386248567451,33025.fna.gz,background,positive_5,10000000
29466,0.000514322019637942,29466.fna.gz,background,positive_5,10000000
423477,0.000165454091441368,423477.fna.gz,background,positive_5,10000000
39777,0.0000858192698562801,39777.fna.gz,background,positive_5,10000000
1522,0.000321440061495972,1522.fna.gz,background,positive_5,10000000
1547,0.0000989375466666106,1547.fna.gz,background,positive_5,10000000
29348,0.00010732163859359,29348.fna.gz,background,positive_5,10000000
1982626,0.000164609780170383,1982626.fna.gz,background,positive_5,10000000
100886,0.0000178396621863658,100886.fna.gz,background,positive_5,10000000
2478954,0.000256123450132195,2478954.fna.gz,background,positive_5,10000000
2735723,0.0000701880146712008,2735723.fna.gz,background,positive_5,10000000
1712675,0.0000419432618176054,1712675.fna.gz,background,positive_5,10000000
1796635,0.000554159106135274,1796635.fna.gz,background,positive_5,10000000
2583452,0.0000124768576418089,2583452.fna.gz,background,positive_5,10000000
1304,0.000114947263032016,1304.fna.gz,background,positive_5,10000000
1307,0.0000280864064780043,1307.fna.gz,background,positive_5,10000000
1338,0.0000107557592995171,1338.fna.gz,background,positive_5,10000000
1308,0.00011335405802548,1308.fna.gz,background,positive_5,10000000
197614,0.0000510929746857738,197614.fna.gz,background,positive_5,10000000
1302,0.0000103472686944013,1302.fna.gz,background,positive_5,10000000
113107,0.0000127856924052399,113107.fna.gz,background,positive_5,10000000
1156431,0.000023195500076725,1156431.fna.gz,background,positive_5,10000000
1318,0.0000552190003977132,1318.fna.gz,background,positive_5,10000000
1359,0.0000154249261272144,1359.fna.gz,background,positive_5,10000000
1358,0.0000135022957546722,1358.fna.gz,background,positive_5,10000000
1352,0.000178643234567495,1352.fna.gz,background,positive_5,10000000
216816,0.00116328635849819,216816.fna.gz,background,positive_5,10000000
28026,0.000141215539770858,28026.fna.gz,background,positive_5,10000000
1680,0.000947158399235479,1680.fna.gz,background,positive_5,10000000
1685,0.0000867181209984882,1685.fna.gz,background,positive_5,10000000
1686,0.000027102618251109,1686.fna.gz,background,positive_5,10000000
1747,0.0000509126258675286,1747.fna.gz,background,positive_5,10000000
43675,0.0000120889731847828,43675.fna.gz,background,positive_5,10000000
446660,0.0000418110395352633,446660.fna.gz,background,positive_5,10000000
2707299,0.000057448091597792,2707299.fna.gz,background,positive_5,10000000
1335613,0.0000118399644388976,1335613.fna.gz,background,positive_5,10000000
84112,0.0000421886438436524,84112.fna.gz,background,positive_5,10000000
147206,0.0000322168122796429,147206.fna.gz,background,positive_5,10000000
74426,0.000515549494621839,74426.fna.gz,background,positive_5,10000000
239935,0.00923442224765764,239935.fna.gz,background,positive_5,10000000
2927224,0.00537198833729033,2927224.fna.gz,background,positive_5,10000000
40545,0.00380766247321407,40545.fna.gz,background,positive_5,10000000
729,0.00108867476474955,729.fna.gz,background,positive_5,10000000
1198456,0.0000221955782907648,1198456.fna.gz,background,positive_5,10000000
197,0.0000809247266003172,197.fna.gz,background,positive_5,10000000
901,0.00101241315299373,901.fna.gz,background,positive_5,10000000
1197717,0.0000194316081807056,1197717.fna.gz,background,positive_5,10000000
9606,0.000171063355691169,9606.fna.gz,background,positive_5,10000000
477666,0.0000525191507133703,477666.fna.gz,background,positive_5,10000000
28133,0.0000508369378434948,28133.fna.gz,background,positive_5,10000000
28129,0.0000193358383696659,28129.fna.gz,background,positive_5,10000000
28132,0.0000322066432042609,28132.fna.gz,background,positive_5,10000000
77095,0.00121214379368423,77095.fna.gz,background,positive_5,10000000
2606626,0.0000162740271889826,2606626.fna.gz,background,positive_5,10000000
1303,0.0000143531360484085,1303.fna.gz,background,positive_5,10000000
2682456,0.000810228652988788,2682456.fna.gz,background,positive_5,10000000
2682455,0.000539178747280802,2682455.fna.gz,background,positive_5,10000000
1979527,0.0000117320809547648,1979527.fna.gz,background,positive_5,10000000
38284,0.0000107952541317063,38284.fna.gz,background,positive_5,10000000
1270,0.0000106636046910757,1270.fna.gz,background,positive_5,10000000
562,0.00466836222296587,562.fna.gz,background,positive_5,10000000
582,0.0000648900092868051,582.fna.gz,background,positive_5,10000000
876,0.0012020839262117,876.fna.gz,background,positive_5,10000000
195,0.0000155815516142058,195.fna.gz,background,positive_5,10000000
199,0.0000260233072369732,199.fna.gz,background,positive_5,10000000
1217282,0.0000465500042191084,1217282.fna.gz,background,positive_5,10000000
589436,0.0000238256868097706,589436.fna.gz,background,positive_5,10000000
3073964,0.000263265968900971,3073964.fna.gz,background,positive_5,10000000
2487118,0.0000294236499809311,2487118.fna.gz,background,positive_5,10000000
1314,0.0000135022957546722,1314.fna.gz,background,positive_5,10000000
487173,0.0000202828748771493,487173.fna.gz,background,positive_5,10000000
437897,0.00210997243454302,437897.fna.gz,background,positive_5,10000000
1681,0.000369798042673957,1681.fna.gz,background,positive_5,10000000
78448,0.000228484656862949,78448.fna.gz,background,positive_5,10000000
2494234,0.0000150345266681088,2494234.fna.gz,background,positive_5,10000000
76517,0.000022883114666378,76517.fna.gz,background,positive_5,10000000
1177574,0.0000352608757034353,1177574.fna.gz,background,positive_5,10000000
28125,0.0000573143434945198,28125.fna.gz,background,positive_5,10000000
652716,0.0000105525254755437,652716.fna.gz,background,positive_5,10000000
28137,0.0000109232466434304,28137.fna.gz,background,positive_5,10000000
305719,0.000077909041886496,305719.fna.gz,background,positive_5,10000000
1642646,0.0000172973976909853,1642646.fna.gz,background,positive_5,10000000
2564099,0.0000155267977181786,2564099.fna.gz,background,positive_5,10000000
938288,0.0000120712410178179,938288.fna.gz,background,positive_5,10000000
187327,0.00115798162304474,187327.fna.gz,background,positive_5,10000000
1232428,0.00151205782189789,1232428.fna.gz,background,positive_5,10000000
1328,0.0000395179408675778,1328.fna.gz,background,positive_5,10000000
47715,0.0000298085814975574,47715.fna.gz,background,positive_5,10000000
1287640,0.0000179043239257567,1287640.fna.gz,background,positive_5,10000000
33037,0.0000189246070906436,33037.fna.gz,background,positive_5,10000000
46507,0.0000276442817434723,46507.fna.gz,background,positive_5,10000000
546,0.000930783486831527,546.fna.gz,background,positive_5,10000000
827,0.0000121540644296432,827.fna.gz,background,positive_5,10000000
76859,0.0000861551553612307,76859.fna.gz,background,positive_5,10000000
851,0.0000612334460732912,851.fna.gz,background,positive_5,10000000
282402,0.0000237596107024506,282402.fna.gz,background,positive_5,10000000
52227,0.0000393643581899729,52227.fna.gz,background,positive_5,10000000
3046382,0.0000240871458696565,3046382.fna.gz,background,positive_5,10000000
2507160,0.0000107885130458908,2507160.fna.gz,background,positive_5,10000000
39778,0.000296462615531858,39778.fna.gz,background,positive_5,10000000
1309,0.000012014743687021,1309.fna.gz,background,positive_5,10000000
3098075,0.0000134432031080256,3098075.fna.gz,background,positive_5,10000000
1613,0.0000118463926342409,1613.fna.gz,background,positive_5,10000000
137591,0.0000585675449005223,137591.fna.gz,background,positive_5,10000000
1583,0.0000142450678827754,1583.fna.gz,background,positive_5,10000000
1597,0.0000139418976438565,1597.fna.gz,background,positive_5,10000000
154288,0.0000234754888906229,154288.fna.gz,background,positive_5,10000000
1852381,0.000106306405004296,1852381.fna.gz,background,positive_5,10000000
573,0.00508363808650921,573.fna.gz,background,positive_5,10000000
1134687,0.00114754794775866,1134687.fna.gz,background,positive_5,10000000
575,0.0000244189142144598,575.fna.gz,background,positive_5,10000000
54291,0.0000378533282263069,54291.fna.gz,background,positive_5,10000000
51288,0.00020515590580664,51288.fna.gz,background,positive_5,10000000
580,0.000182229155720827,580.fna.gz,background,positive_5,10000000
208223,0.0000162916182780323,208223.fna.gz,background,positive_5,10000000
546367,0.0000581561403985518,546367.fna.gz,background,positive_5,10000000
569,0.000070360043545005,569.fna.gz,background,positive_5,10000000
3115151,0.000203829537692287,3115151.fna.gz,background,positive_5,10000000
3068329,0.0114689442844216,3068329.fna.gz,background,positive_5,10000000
2946555,0.00142307140457023,2946555.fna.gz,background,positive_5,10000000
44742,0.000650807181292741,44742.fna.gz,background,positive_5,10000000
2946593,0.0000425812801861747,2946593.fna.gz,background,positive_5,10000000
727,0.0000169305052693277,727.fna.gz,background,positive_5,10000000
299767,0.000133054387004794,299767.fna.gz,background,positive_5,10000000
1229621,0.0000168551421031705,1229621.fna.gz,background,positive_5,10000000
907,0.0000151697607602451,907.fna.gz,background,positive_5,10000000
1675036,0.0000215713093866539,1675036.fna.gz,background,positive_5,10000000
2610896,0.0000183371525112261,2610896.fna.gz,background,positive_5,10000000
3098076,0.0000188628124552456,3098076.fna.gz,background,positive_5,10000000
1839799,0.0000283822532265091,1839799.fna.gz,background,positive_5,10000000
2576376,0.00001283582046148,2576376.fna.gz,background,positive_5,10000000
3038077,0.0000118484496567508,3038077.fna.gz,background,positive_5,10000000
1311,0.0000576864721238697,1311.fna.gz,background,positive_5,10000000
150055,0.0000598022979533216,150055.fna.gz,background,positive_5,10000000
1596,0.000362436894121427,1596.fna.gz,background,positive_5,10000000
47770,0.0000175752003241803,47770.fna.gz,background,positive_5,10000000
2690380,0.000905320290856232,2690380.fna.gz,background,positive_5,10000000
2107999,0.000174764632437074,2107999.fna.gz,background,positive_5,10000000
1632,0.000049878681818905,1632.fna.gz,background,positive_5,10000000
726,0.0000102439720990658,726.fna.gz,background,positive_5,10000000
249188,0.0000153832371376814,249188.fna.gz,background,positive_5,10000000
712150,0.0000166668191838294,712150.fna.gz,background,positive_5,10000000
244366,0.0000619889343405461,244366.fna.gz,background,positive_5,10000000
158836,0.00225306681159601,158836.fna.gz,background,positive_5,10000000
1812935,0.000979716330109712,1812935.fna.gz,background,positive_5,10000000
57706,0.000203916755446705,57706.fna.gz,background,positive_5,10000000
61647,0.0000769161856884072,61647.fna.gz,background,positive_5,10000000
28449,0.0000263710285763099,28449.fna.gz,background,positive_5,10000000
3054208,0.0000670134373233287,3054208.fna.gz,background,positive_5,10000000
1353,0.000169517461874799,1353.fna.gz,background,positive_5,10000000
2582830,0.0000210733140323639,2582830.fna.gz,background,positive_5,10000000
1689,0.0000978277438124386,1689.fna.gz,background,positive_5,10000000
67824,0.00149382620283501,67824.fna.gz,background,positive_5,10000000
584,0.00240306032185332,584.fna.gz,background,positive_5,10000000
2714926,0.0000249663760624391,2714926.fna.gz,background,positive_5,10000000
2829812,0.0000172030374823978,2829812.fna.gz,background,positive_5,10000000
867595,0.0000284033668160442,867595.fna.gz,background,positive_5,10000000
67827,0.000110838543898386,67827.fna.gz,background,positive_5,10000000
287,0.0000820751981431174,287.fna.gz,background,positive_5,10000000
315405,0.0000402847288329527,315405.fna.gz,background,positive_5,10000000
61645,0.000447673922864234,61645.fna.gz,background,positive_5,10000000
470565,0.0000165220047991358,470565.fna.gz,background,positive_5,10000000
76857,0.0000203151543073039,76857.fna.gz,background,positive_5,10000000
2972761,0.000264779937468222,2972761.fna.gz,background,positive_5,10000000
253239,0.0000208454921107532,253239.fna.gz,background,positive_5,10000000
2582419,0.00130545741656312,2582419.fna.gz,background,positive_5,10000000
2161821,0.00100935391043167,2161821.fna.gz,background,positive_5,10000000
1796646,0.0000588093241616803,1796646.fna.gz,background,positive_5,10000000
2094151,0.000044188792994852,2094151.fna.gz,background,positive_5,10000000
847,0.000498265839609969,847.fna.gz,background,positive_5,10000000
539813,0.0000287028692934788,539813.fna.gz,background,positive_5,10000000
53408,0.0000470515100813637,53408.fna.gz,background,positive_5,10000000
2774873,0.0000248817442791766,2774873.fna.gz,background,positive_5,10000000
645,0.0000130086103523076,645.fna.gz,background,positive_5,10000000
69218,0.0000117638178734883,69218.fna.gz,background,positive_5,10000000
549,0.0000128975311367756,549.fna.gz,background,positive_5,10000000
1633,0.0000111572900934403,1633.fna.gz,background,positive_5,10000000
28025,0.0000823044092227867,28025.fna.gz,background,positive_5,10000000
3115152,0.000214491282119528,3115152.fna.gz,background,positive_5,10000000
2584944,0.0000476430495496604,2584944.fna.gz,background,positive_5,10000000
155615,0.0000144156137490468,155615.fna.gz,background,positive_5,10000000
2058152,0.000143176361845775,2058152.fna.gz,background,positive_5,10000000
2913621,0.0000189081509105648,2913621.fna.gz,background,positive_5,10000000
80866,0.000057859929157133,80866.fna.gz,background,positive_5,10000000
850,0.0025899018313992,850.fna.gz,background,positive_5,10000000
2942480,0.0000171308834620522,2942480.fna.gz,background,positive_5,10000000
2663009,0.0000138473269969915,2663009.fna.gz,background,positive_5,10000000
2726954,0.000010910447392258,2726954.fna.gz,background,positive_5,10000000
28188,0.0000145502552224189,28188.fna.gz,background,positive_5,10000000
1463165,0.0000483976256118112,1463165.fna.gz,background,positive_5,10000000
223390,0.0000137614805909137,223390.fna.gz,background,positive_5,10000000
29360,0.00163031846217449,29360.fna.gz,background,positive_5,10000000
2497860,0.0000871633774748796,2497860.fna.gz,background,positive_5,10000000
713030,0.0000166207418796087,713030.fna.gz,background,positive_5,10000000
37734,0.000055462028631362,37734.fna.gz,background,positive_5,10000000
1254,0.0000317604275521236,1254.fna.gz,background,positive_5,10000000
571,0.0000351971708443741,571.fna.gz,background,positive_5,10000000
2066049,0.0000371745107980556,2066049.fna.gz,background,positive_5,10000000
133448,0.000435188170233521,133448.fna.gz,background,positive_5,10000000
1639133,0.0000540215251537481,1639133.fna.gz,background,positive_5,10000000
1563222,0.0000624018348588874,1563222.fna.gz,background,positive_5,10000000
1702170,0.000230649819984748,1702170.fna.gz,background,positive_5,10000000
35703,0.000198856480072467,35703.fna.gz,background,positive_5,10000000
614,0.0000188192875381392,614.fna.gz,background,positive_5,10000000
615,0.0000164561800788205,615.fna.gz,background,positive_5,10000000
2714927,0.0000280673142965399,2714927.fna.gz,background,positive_5,10000000
2949635,0.0000189575194508012,2949635.fna.gz,background,positive_5,10000000
1756149,0.000272415605024795,1756149.fna.gz,background,positive_5,10000000
257758,0.0000132307687833717,257758.fna.gz,background,positive_5,10000000
33040,0.0000127370833810071,33040.fna.gz,background,positive_5,10000000
2792979,0.0000220677374856983,2792979.fna.gz,background,positive_5,10000000
589437,0.0000111630981569975,589437.fna.gz,background,positive_5,10000000
43765,0.0000673386888825336,43765.fna.gz,background,positive_5,10000000
296,0.0000130549686157004,296.fna.gz,background,positive_5,10000000
2382163,0.000013156715973017,2382163.fna.gz,background,positive_5,10000000
550,0.000245866301164298,550.fna.gz,background,positive_5,10000000
43768,0.0000168358763313709,43768.fna.gz,background,positive_5,10000000
905,0.0000595384595251727,905.fna.gz,background,positive_5,10000000
42817,0.0000138535719063548,42817.fna.gz,background,positive_5,10000000
3020829,0.000033011097238114,3020829.fna.gz,background,positive_5,10000000
2702,0.0000356581913479357,2702.fna.gz,background,positive_5,10000000
2489010,0.0000471963244660573,2489010.fna.gz,background,positive_5,10000000
548,0.0000390258310569229,548.fna.gz,background,positive_5,10000000
2026240,0.0000101699192887111,2026240.fna.gz,background,positive_5,10000000
28901,0.000257459841364926,28901.fna.gz,background,positive_5,10000000
260554,0.0000717818575038151,260554.fna.gz,background,positive_5,10000000
66219,0.0000185033288806258,66219.fna.gz,background,positive_5,10000000
564,0.0000130579788925441,564.fna.gz,background,positive_5,10000000
204,0.0000422841547125293,204.fna.gz,background,positive_5,10000000
82989,0.0000193524677726929,82989.fna.gz,background,positive_5,10000000
36874,0.0000171407571700995,36874.fna.gz,background,positive_5,10000000
1492,0.0000226272476083782,1492.fna.gz,background,positive_5,10000000
76860,0.0000341630298436314,76860.fna.gz,background,positive_5,10000000
488,0.0000189081509105648,488.fna.gz,background,positive_5,10000000
58231,0.0000373719849590014,58231.fna.gz,background,positive_5,10000000
33028,0.0000246184453979155,33028.fna.gz,background,positive_5,10000000
122355,0.0000151067733123572,122355.fna.gz,background,positive_5,10000000
187101,0.0000134479903604121,187101.fna.gz,background,positive_5,10000000
1334,0.0000283770369279181,1334.fna.gz,background,positive_5,10000000
2751478,0.0000266590117276893,2751478.fna.gz,background,positive_5,10000000
76832,0.0000473758464305535,76832.fna.gz,background,positive_5,10000000
1737424,0.00325976521698137,1737424.fna.gz,background,positive_5,10000000
2996112,0.000057859929157133,2996112.fna.gz,background,positive_5,10000000
29375,0.000254009367606634,29375.fna.gz,background,positive_5,10000000
1218493,0.0000189575194508012,1218493.fna.gz,background,positive_5,10000000
208224,0.000108469735548111,208224.fna.gz,background,positive_5,10000000
1560339,0.000023104476830664,1560339.fna.gz,background,positive_5,10000000
881260,0.0000158473014159042,881260.fna.gz,background,positive_5,10000000
1748967,0.0000821821633136297,1748967.fna.gz,background,positive_5,10000000
623,0.00021932796809052,623.fna.gz,background,positive_5,10000000
2831966,0.0549968664908397,2831966.fna.gz,background,positive_5,10000000
1244,0.0000109598159324945,1244.fna.gz,background,positive_5,10000000
712538,0.0000153042474733031,712538.fna.gz,background,positive_5,10000000
860,0.0000701033271357755,860.fna.gz,background,positive_5,10000000
1629,0.0000251187132723117,1629.fna.gz,background,positive_5,10000000
3046383,0.0000129674699021106,3046383.fna.gz,background,positive_5,10000000
44009,0.0000121446608981696,44009.fna.gz,background,positive_5,10000000
545,0.0000820505138729992,545.fna.gz,background,positive_5,10000000
2703794,0.0000307566005673156,2703794.fna.gz,background,positive_5,10000000
2060066,0.0000101370069285534,2060066.fna.gz,background,positive_5,10000000
1493872,0.0000559839246281474,1493872.fna.gz,background,positive_5,10000000
225992,0.0000853746622489209,225992.fna.gz,background,positive_5,10000000
69710,0.0000476900098684219,69710.fna.gz,background,positive_5,10000000
2890317,0.000185033288806258,2890317.fna.gz,background,positive_5,10000000
82983,0.0000181182542667814,82983.fna.gz,background,positive_5,10000000
