id,relative_abundance,file,type,sample_id,depth
652716,0.0000105525254755437,652716.fna.gz,background,positive_1,10000000
28137,0.0000109232466434304,28137.fna.gz,background,positive_1,10000000
305719,0.000077909041886496,305719.fna.gz,background,positive_1,10000000
1642646,0.0000172973976909853,1642646.fna.gz,background,positive_1,10000000
2564099,0.0000155267977181786,2564099.fna.gz,background,positive_1,10000000
938288,0.0000120712410178179,938288.fna.gz,background,positive_1,10000000
187327,0.00115798162304474,187327.fna.gz,background,positive_1,10000000
1232428,0.00151205782189789,1232428.fna.gz,background,positive_1,10000000
1328,0.0000395179408675778,1328.fna.gz,background,positive_1,10000000
47715,0.0000298085814975574,47715.fna.gz,background,positive_1,10000000
1287640,0.0000179043239257567,1287640.fna.gz,background,positive_1,10000000
33037,0.0000189246070906436,33037.fna.gz,background,positive_1,10000000
46507,0.0000276442817434723,46507.fna.gz,background,positive_1,10000000
546,0.000930783486831527,546.fna.gz,background,positive_1,10000000
827,0.0000121540644296432,827.fna.gz,background,positive_1,10000000
76859,0.0000861551553612307,76859.fna.gz,background,positive_1,10000000
851,0.0000612334460732912,851.fna.gz,background,positive_1,10000000
282402,0.0000237596107024506,282402.fna.gz,background,positive_1,10000000
52227,0.0000393643581899729,52227.fna.gz,background,positive_1,10000000
3046382,0.0000240871458696565,3046382.fna.gz,background,positive_1,10000000
2507160,0.0000107885130458908,2507160.fna.gz,background,positive_1,10000000
39778,0.000296462615531858,39778.fna.gz,background,positive_1,10000000
1309,0.000012014743687021,1309.fna.gz,background,positive_1,10000000
3098075,0.0000134432031080256,3098075.fna.gz,background,positive_1,10000000
1613,0.0000118463926342409,1613.fna.gz,background,positive_1,10000000
137591,0.0000585675449005223,137591.fna.gz,background,positive_1,10000000
1583,0.0000142450678827754,1583.fna.gz,background,positive_1,10000000
1597,0.0000139418976438565,1597.fna.gz,background,positive_1,10000000
154288,0.0000234754888906229,154288.fna.gz,background,positive_1,10000000
1852381,0.000106306405004296,1852381.fna.gz,background,positive_1,10000000
573,0.00508363808650921,573.fna.gz,background,positive_1,10000000
1134687,0.00114754794775866,1134687.fna.gz,background,positive_1,10000000
575,0.0000244189142144598,575.fna.gz,background,positive_1,10000000
54291,0.0000378533282263069,54291.fna.gz,background,positive_1,10000000
51288,0.00020515590580664,51288.fna.gz,background,positive_1,10000000
580,0.000182229155720827,580.fna.gz,background,positive_1,10000000
208223,0.0000162916182780323,208223.fna.gz,background,positive_1,10000000
546367,0.0000581561403985518,546367.fna.gz,background,positive_1,10000000
569,0.000070360043545005,569.fna.gz,background,positive_1,10000000
3115151,0.000203829537692287,3115151.fna.gz,background,positive_1,10000000
3068329,0.0114689442844216,3068329.fna.gz,background,positive_1,10000000
2946555,0.00142307140457023,2946555.fna.gz,background,positive_1,10000000
44742,0.000650807181292741,44742.fna.gz,background,positive_1,10000000
2946593,0.0000425812801861747,2946593.fna.gz,background,positive_1,10000000
727,0.0000169305052693277,727.fna.gz,background,positive_1,10000000
299767,0.000133054387004794,299767.fna.gz,background,positive_1,10000000
1229621,0.0000168551421031705,1229621.fna.gz,background,positive_1,10000000
907,0.0000151697607602451,907.fna.gz,background,positive_1,10000000
1675036,0.0000215713093866539,1675036.fna.gz,background,positive_1,10000000
2610896,0.0000183371525112261,2610896.fna.gz,background,positive_1,10000000
3098076,0.0000188628124552456,3098076.fna.gz,background,positive_1,10000000
1839799,0.0000283822532265091,1839799.fna.gz,background,positive_1,10000000
2576376,0.00001283582046148,2576376.fna.gz,background,positive_1,10000000
3038077,0.0000118484496567508,3038077.fna.gz,background,positive_1,10000000
1311,0.0000576864721238697,1311.fna.gz,background,positive_1,10000000
150055,0.0000598022979533216,150055.fna.gz,background,positive_1,10000000
1596,0.000362436894121427,1596.fna.gz,background,positive_1,10000000
47770,0.0000175752003241803,47770.fna.gz,background,positive_1,10000000
2690380,0.000905320290856232,2690380.fna.gz,background,positive_1,10000000
2107999,0.000174764632437074,2107999.fna.gz,background,positive_1,10000000
1632,0.000049878681818905,1632.fna.gz,background,positive_1,10000000
726,0.0000102439720990658,726.fna.gz,background,positive_1,10000000
249188,0.0000153832371376814,249188.fna.gz,background,positive_1,10000000
712150,0.0000166668191838294,712150.fna.gz,background,positive_1,10000000
244366,0.0000619889343405461,244366.fna.gz,background,positive_1,10000000
158836,0.00225306681159601,158836.fna.gz,background,positive_1,10000000
1812935,0.000979716330109712,1812935.fna.gz,background,positive_1,10000000
57706,0.000203916755446705,57706.fna.gz,background,positive_1,10000000
61647,0.0000769161856884072,61647.fna.gz,background,positive_1,10000000
28449,0.0000263710285763099,28449.fna.gz,background,positive_1,10000000
3054208,0.0000670134373233287,3054208.fna.gz,background,positive_1,10000000
1353,0.000169517461874799,1353.fna.gz,background,positive_1,10000000
2582830,0.0000210733140323639,2582830.fna.gz,background,positive_1,10000000
1689,0.0000978277438124386,1689.fna.gz,background,positive_1,10000000
67824,0.00149382620283501,67824.fna.gz,background,positive_1,10000000
584,0.00240306032185332,584.fna.gz,background,positive_1,10000000
2714926,0.0000249663760624391,2714926.fna.gz,background,positive_1,10000000
2829812,0.0000172030374823978,2829812.fna.gz,background,positive_1,10000000
867595,0.0000284033668160442,867595.fna.gz,background,positive_1,10000000
67827,0.000110838543898386,67827.fna.gz,background,positive_1,10000000
287,0.0000820751981431174,287.fna.gz,background,positive_1,10000000
315405,0.0000402847288329527,315405.fna.gz,background,positive_1,10000000
61645,0.000447673922864234,61645.fna.gz,background,positive_1,10000000
470565,0.0000165220047991358,470565.fna.gz,background,positive_1,10000000
76857,0.0000203151543073039,76857.fna.gz,background,positive_1,10000000
2972761,0.000264779937468222,2972761.fna.gz,background,positive_1,10000000
253239,0.0000208454921107532,253239.fna.gz,background,positive_1,10000000
2582419,0.00130545741656312,2582419.fna.gz,background,positive_1,10000000
2161821,0.00100935391043167,2161821.fna.gz,background,positive_1,10000000
1796646,0.0000588093241616803,1796646.fna.gz,background,positive_1,10000000
2094151,0.000044188792994852,2094151.fna.gz,background,positive_1,10000000
847,0.000498265839609969,847.fna.gz,background,positive_1,10000000
539813,0.0000287028692934788,539813.fna.gz,background,positive_1,10000000
53408,0.0000470515100813637,53408.fna.gz,background,positive_1,10000000
2774873,0.0000248817442791766,2774873.fna.gz,background,positive_1,10000000
645,0.0000130086103523076,645.fna.gz,background,positive_1,10000000
69218,0.0000117638178734883,69218.fna.gz,background,positive_1,10000000
549,0.0000128975311367756,549.fna.gz,background,positive_1,10000000
1633,0.0000111572900934403,1633.fna.gz,background,positive_1,10000000
28025,0.0000823044092227867,28025.fna.gz,background,positive_1,10000000
3115152,0.000214491282119528,3115152.fna.gz,background,positive_1,10000000
2584944,0.0000476430495496604,2584944.fna.gz,background,positive_1,10000000
155615,0.0000144156137490468,155615.fna.gz,background,positive_1,10000000
2058152,0.000143176361845775,2058152.fna.gz,background,positive_1,10000000
2913621,0.0000189081509105648,2913621.fna.gz,background,positive_1,10000000
80866,0.000057859929157133,80866.fna.gz,background,positive_1,10000000
850,0.0025899018313992,850.fna.gz,background,positive_1,10000000
2942480,0.0000171308834620522,2942480.fna.gz,background,positive_1,10000000
2663009,0.0000138473269969915,2663009.fna.gz,background,positive_1,10000000
2726954,0.000010910447392258,2726954.fna.gz,background,positive_1,10000000
28188,0.0000145502552224189,28188.fna.gz,background,positive_1,10000000
1463165,0.0000483976256118112,1463165.fna.gz,background,positive_1,10000000
223390,0.0000137614805909137,223390.fna.gz,background,positive_1,10000000
29360,0.00163031846217449,29360.fna.gz,background,positive_1,10000000
2497860,0.0000871633774748796,2497860.fna.gz,background,positive_1,10000000
713030,0.0000166207418796087,713030.fna.gz,background,positive_1,10000000
37734,0.000055462028631362,37734.fna.gz,background,positive_1,10000000
1254,0.0000317604275521236,1254.fna.gz,background,positive_1,10000000
571,0.0000351971708443741,571.fna.gz,background,positive_1,10000000
2066049,0.0000371745107980556,2066049.fna.gz,background,positive_1,10000000
133448,0.000435188170233521,133448.fna.gz,background,positive_1,10000000
1639133,0.0000540215251537481,1639133.fna.gz,background,positive_1,10000000
1563222,0.0000624018348588874,1563222.fna.gz,background,positive_1,10000000
1702170,0.000230649819984748,1702170.fna.gz,background,positive_1,10000000
35703,0.000198856480072467,35703.fna.gz,background,positive_1,10000000
614,0.0000188192875381392,614.fna.gz,background,positive_1,10000000
615,0.0000164561800788205,615.fna.gz,background,positive_1,10000000
2714927,0.0000280673142965399,2714927.fna.gz,background,positive_1,10000000
2949635,0.0000189575194508012,2949635.fna.gz,background,positive_1,10000000
1756149,0.000272415605024795,1756149.fna.gz,background,positive_1,10000000
257758,0.0000132307687833717,257758.fna.gz,background,positive_1,10000000
33040,0.0000127370833810071,33040.fna.gz,background,positive_1,10000000
2792979,0.0000220677374856983,2792979.fna.gz,background,positive_1,10000000
589437,0.0000111630981569975,589437.fna.gz,background,positive_1,10000000
43765,0.0000673386888825336,43765.fna.gz,background,positive_1,10000000
296,0.0000130549686157004,296.fna.gz,background,positive_1,10000000
2382163,0.000013156715973017,2382163.fna.gz,background,positive_1,10000000
550,0.000245866301164298,550.fna.gz,background,positive_1,10000000
43768,0.0000168358763313709,43768.fna.gz,background,positive_1,10000000
905,0.0000595384595251727,905.fna.gz,background,positive_1,10000000
42817,0.0000138535719063548,42817.fna.gz,background,positive_1,10000000
3020829,0.000033011097238114,3020829.fna.gz,background,positive_1,10000000
2702,0.0000356581913479357,2702.fna.gz,background,positive_1,10000000
2489010,0.0000471963244660573,2489010.fna.gz,background,positive_1,10000000
548,0.0000390258310569229,548.fna.gz,background,positive_1,10000000
2026240,0.0000101699192887111,2026240.fna.gz,background,positive_1,10000000
28901,0.000257459841364926,28901.fna.gz,background,positive_1,10000000
260554,0.0000717818575038151,260554.fna.gz,background,positive_1,10000000
66219,0.0000185033288806258,66219.fna.gz,background,positive_1,10000000
564,0.0000130579788925441,564.fna.gz,background,positive_1,10000000
204,0.0000422841547125293,204.fna.gz,background,positive_1,10000000
82989,0.0000193524677726929,82989.fna.gz,background,positive_1,10000000
36874,0.0000171407571700995,36874.fna.gz,background,positive_1,10000000
1492,0.0000226272476083782,1492.fna.gz,background,positive_1,10000000
76860,0.0000341630298436314,76860.fna.gz,background,positive_1,10000000
488,0.0000189081509105648,488.fna.gz,background,positive_1,10000000
58231,0.0000373719849590014,58231.fna.gz,background,positive_1,10000000
33028,0.0000246184453979155,33028.fna.gz,background,positive_1,10000000
122355,0.0000151067733123572,122355.fna.gz,background,positive_1,10000000
187101,0.0000134479903604121,187101.fna.gz,background,positive_1,10000000
1334,0.0000283770369279181,1334.fna.gz,background,positive_1,10000000
2751478,0.0000266590117276893,2751478.fna.gz,background,positive_1,10000000
76832,0.0000473758464305535,76832.fna.gz,background,positive_1,10000000
1737424,0.00325976521698137,1737424.fna.gz,background,positive_1,10000000
2996112,0.000057859929157133,2996112.fna.gz,background,positive_1,10000000
29375,0.000254009367606634,29375.fna.gz,background,positive_1,10000000
1218493,0.0000189575194508012,1218493.fna.gz,background,positive_1,10000000
208224,0.000108469735548111,208224.fna.gz,background,positive_1,10000000
1560339,0.000023104476830664,1560339.fna.gz,background,positive_1,10000000
881260,0.0000158473014159042,881260.fna.gz,background,positive_1,10000000
1748967,0.0000821821633136297,1748967.fna.gz,background,positive_1,10000000
623,0.00021932796809052,623.fna.gz,background,positive_1,10000000
2831966,0.0549968664908397,2831966.fna.gz,background,positive_1,10000000
1244,0.0000109598159324945,1244.fna.gz,background,positive_1,10000000
712538,0.0000153042474733031,712538.fna.gz,background,positive_1,10000000
860,0.0000701033271357755,860.fna.gz,background,positive_1,10000000
1629,0.0000251187132723117,1629.fna.gz,background,positive_1,10000000
3046383,0.0000129674699021106,3046383.fna.gz,background,positive_1,10000000
44009,0.0000121446608981696,44009.fna.gz,background,positive_1,10000000
545,0.0000820505138729992,545.fna.gz,background,positive_1,10000000
2703794,0.0000307566005673156,2703794.fna.gz,background,positive_1,10000000
2060066,0.0000101370069285534,2060066.fna.gz,background,positive_1,10000000
1493872,0.0000559839246281474,1493872.fna.gz,background,positive_1,10000000
225992,0.0000853746622489209,225992.fna.gz,background,positive_1,10000000
69710,0.0000476900098684219,69710.fna.gz,background,positive_1,10000000
2890317,0.000185033288806258,2890317.fna.gz,background,positive_1,10000000
82983,0.0000181182542667814,82983.fna.gz,background,positive_1,10000000
2053287,0.0000383099872234942,2053287.fna.gz,background,positive_1,10000000
1206777,0.0000110585530129674,1206777.fna.gz,background,positive_1,10000000
566,0.000011552238415332,566.fna.gz,background,positive_1,10000000
2565914,0.0000108610788520215,2565914.fna.gz,background,positive_1,10000000
2675710,0.0000481836952707865,2675710.fna.gz,background,positive_1,10000000
2566012,0.0000721768058257068,2566012.fna.gz,background,positive_1,10000000
2487072,0.000102094141209003,2487072.fna.gz,background,positive_1,10000000
2153385,0.0000139219283466822,2153385.fna.gz,background,positive_1,10000000
495,0.0000127370833810071,495.fna.gz,background,positive_1,10000000
2742646,0.0000769161856884072,2742646.fna.gz,background,positive_1,10000000
